;AAPL;AMZN;GOOGL
01/10/2021;139.8091583251953;164.16299438476562;135.72898864746094
04/10/2021;136.3690185546875;159.48899841308594;132.86268615722656
05/10/2021;138.29983520507812;161.0500030517578;135.2120819091797
06/10/2021;139.17210388183594;163.10049438476562;136.74490356445312
07/10/2021;140.43638610839844;165.1215057373047;138.39500427246094
08/10/2021;140.05416870117188;164.43099975585938;138.95216369628906
11/10/2021;139.96595764160156;162.31500244140625;138.08584594726562
12/10/2021;138.69183349609375;162.3665008544922;135.6355438232422
13/10/2021;138.10382080078125;164.21400451660156;136.7617950439453
14/10/2021;140.8970184326172;164.9929962158203;140.30950927734375
15/10/2021;141.95553588867188;170.4510040283203;140.52520751953125
18/10/2021;143.63150024414062;172.33700561523438;141.9268035888672
19/10/2021;145.79745483398438;172.20750427246094;142.3831024169922
20/10/2021;146.2875213623047;170.7530059814453;140.923828125
21/10/2021;146.50311279296875;171.75050354003906;141.04013061523438
22/10/2021;145.7288818359375;166.77749633789062;136.74639892578125
25/10/2021;145.67987060546875;166.01849365234375;136.6276092529297
26/10/2021;146.3463134765625;168.80349731445312;138.47799682617188
27/10/2021;145.8856964111328;169.62449645996094;145.34580993652344
28/10/2021;149.5315704345703;172.32850646972656;144.97952270507812
29/10/2021;146.8167724609375;168.6215057373047;147.16342163085938
01/11/2021;145.9934844970703;165.90550231933594;142.64151000976562
02/11/2021;147.03240966796875;165.6374969482422;144.56549072265625
03/11/2021;148.47312927246094;169.1999969482422;145.72406005859375
04/11/2021;147.95367431640625;173.85000610351562;147.3835906982422
05/11/2021;148.4836883544922;175.94949340820312;147.96461486816406
08/11/2021;147.6591796875;174.44900512695312;148.1425323486328
09/11/2021;148.02235412597656;178.81149291992188;148.03070068359375
10/11/2021;145.185791015625;174.1024932861328;145.02374267578125
11/11/2021;145.13670349121094;173.625;144.8975067138672
12/11/2021;147.21749877929688;176.25750732421875;147.7916259765625
15/11/2021;147.22735595703125;177.28399658203125;147.5669708251953
16/11/2021;148.20884704589844;177.03500366210938;146.99441528320312
17/11/2021;150.65284729003906;177.4499969482422;147.1643829345703
18/11/2021;154.95187377929688;184.80299377441406;148.9452362060547
19/11/2021;157.5823211669922;183.82850646972656;148.0386505126953
22/11/2021;158.0436553955078;178.6284942626953;145.4298095703125
23/11/2021;158.42642211914062;179.0019989013672;144.9129180908203
24/11/2021;158.9466094970703;179.02049255371094;145.24888610839844
26/11/2021;153.9114532470703;175.22799682617188;141.33535766601562
29/11/2021;157.2780303955078;178.07850646972656;144.6628875732422
30/11/2021;162.2445526123047;175.35350036621094;141.0515899658203
01/12/2021;161.72434997558594;172.18600463867188;140.21060180664062
02/12/2021;160.73300170898438;171.8679962158203;142.1136932373047
03/12/2021;158.84849548339844;169.489501953125;141.1549530029297
06/12/2021;162.26419067382812;171.36849975585938;142.30157470703125
07/12/2021;168.01583862304688;176.1645050048828;146.3915557861328
08/12/2021;171.84375;176.1580047607422;147.3030548095703
09/12/2021;171.3333740234375;174.17100524902344;146.7583465576172
10/12/2021;176.13296508789062;172.21200561523438;147.11917114257812
13/12/2021;172.49156188964844;169.5675048828125;144.9571533203125
14/12/2021;171.10760498046875;169.0915069580078;143.04908752441406
15/12/2021;175.98574829101562;173.31500244140625;145.5679473876953
16/12/2021;169.0758514404297;168.87100219726562;143.58387756347656
17/12/2021;167.97657775878906;170.0175018310547;140.88011169433594
20/12/2021;166.61228942871094;167.07899475097656;140.76278686523438
21/12/2021;169.79237365722656;170.41700744628906;142.61717224121094
22/12/2021;172.39341735839844;171.03700256347656;145.5421142578125
23/12/2021;173.0215606689453;171.06849670410156;146.0406494140625
27/12/2021;176.9967041015625;169.66949462890625;147.0247344970703
28/12/2021;175.97593688964844;170.66099548339844;145.81251525878906
29/12/2021;176.06427001953125;169.2010040283203;145.7806854248047
30/12/2021;174.9060516357422;168.64450073242188;145.32888793945312
31/12/2021;174.28773498535156;166.7169952392578;143.9884490966797
03/01/2022;178.6456298828125;170.4044952392578;144.12713623046875
04/01/2022;176.3783416748047;167.52200317382812;143.5386505126953
05/01/2022;171.6866912841797;164.35699462890625;136.95361328125
06/01/2022;168.82069396972656;163.25399780273438;136.9263153076172
07/01/2022;168.987548828125;162.5540008544922;136.2001495361328
10/01/2022;169.00717163085938;161.48599243164062;137.8428192138672
11/01/2022;171.84375;165.36199951171875;138.90293884277344
12/01/2022;172.2854461669922;165.20700073242188;140.58734130859375
13/01/2022;169.00717163085938;161.21400451660156;137.76080322265625
14/01/2022;169.87091064453125;162.13800048828125;138.64898681640625
18/01/2022;166.6613311767578;158.91749572753906;135.18724060058594
19/01/2022;163.15736389160156;156.2989959716797;134.31100463867188
20/01/2022;161.46908569335938;151.66749572753906;132.5127716064453
21/01/2022;159.40794372558594;142.64300537109375;129.57440185546875
24/01/2022;158.63250732421875;144.54400634765625;130.0242156982422
25/01/2022;156.82655334472656;139.98599243164062;126.17826843261719
26/01/2022;156.73825073242188;138.87249755859375;128.4625701904297
27/01/2022;156.2769012451172;139.6374969482422;128.2359161376953
28/01/2022;167.18153381347656;143.97799682617188;132.55599975585938
31/01/2022;171.54930114746094;149.57350158691406;134.4968719482422
01/02/2022;171.3824462890625;151.19349670410156;136.82342529296875
02/02/2022;172.58969116210938;150.6125030517578;147.11769104003906
03/02/2022;169.7040252685547;138.8455047607422;142.23695373535156
04/02/2022;169.41905212402344;157.63949584960938;142.43875122070312
07/02/2022;168.70162963867188;157.9355010986328;138.37115478515625
08/02/2022;171.81700134277344;161.4134979248047;138.56796264648438
09/02/2022;173.2419891357422;161.1894989013672;140.74789428710938
10/02/2022;169.15370178222656;159.0034942626953;137.79359436035156
11/02/2022;165.7336883544922;153.2935028076172;133.4819793701172
14/02/2022;165.9695281982422;155.16700744628906;134.71803283691406
15/02/2022;169.81214904785156;156.510498046875;135.7941131591797
16/02/2022;169.57630920410156;158.10049438476562;136.9168701171875
17/02/2022;165.9695281982422;154.65249633789062;131.74884033203125
18/02/2022;164.41677856445312;152.60150146484375;129.62557983398438
22/02/2022;161.4881591796875;150.19749450683594;129.0395965576172
23/02/2022;157.3113555908203;144.82699584960938;126.8273696899414
24/02/2022;159.93536376953125;151.35800170898438;131.89993286132812
25/02/2022;162.00897216796875;153.7884979248047;133.6579132080078
28/02/2022;162.27435302734375;153.56300354003906;134.25184631347656
01/03/2022;160.38742065429688;151.14199829101562;133.2622833251953
02/03/2022;163.68951416015625;152.05250549316406;133.76925659179688
03/03/2022;163.36521911621094;147.89849853515625;133.10125732421875
04/03/2022;160.35794067382812;145.64100646972656;131.1201171875
07/03/2022;156.55465698242188;137.4530029296875;125.62509155273438
08/03/2022;154.72666931152344;136.01449584960938;126.34675598144531
09/03/2022;160.1417236328125;139.2790069580078;132.62460327148438
